REVIEWNUM,USERNUM,RESTNUM,REVIEWSTAR,REVIEWTASTE,REVIEWPRICE,REVIEWSERVICE,REVIEWCONTENT,REVIEWIMAGE,REVIEWDATE
,,,,,,,,,
